Unit_Type,Operation_Type,Base_Location,Morale_Score,Supply_Level,Communication_Quality,Command_Structure,Intel_Availability,Equipment_Readiness,Training_Level,Casualty_Count,Engagement_Frequency,Resilience_Index,Success_Rate,Mission_Outcome
Aviation,Reconnaissance,Rural,6.969139691914397,High,5.453665862090062,Decentralized,Limited,Excellent,Advanced,43,Frequently,5.097837224210921,74.84186848892635,Ongoing
Armored,Combat,Urban,6.228211610579368,High,7.113701721627844,Hierarchical,Minimal,Poor,Intermediate,12,Frequently,3.680367903151613,85.87895153248033,Successful
Naval,Combat,Rural,4.280319078439224,High,4.810382121977808,Decentralized,Limited,Excellent,Advanced,23,Frequently,8.746904044450421,86.62083682971743,Ongoing
Naval,Combat,Rural,6.791701760205612,High,5.806449946545704,Flat,Minimal,Poor,Basic,19,Frequently,3.078282958322663,73.95191724373409,Ongoing
Armored,Combat,Rural,5.182960011955137,High,6.148192061739554,Flat,Minimal,Good,Advanced,9,Occasionally,2.765494232817571,54.039541237575996,Ongoing
Naval,Support,Coastal,4.7877359847753675,Low,5.890377895678217,Flat,Extensive,Excellent,Advanced,22,Occasionally,2.7825638238847015,82.78153000236347,Ongoing
Aviation,Support,Mountainous,4.0476016792020255,Medium,6.4122418296070975,Flat,Minimal,Poor,Basic,41,Rarely,4.958544404724168,93.44594257490195,Ongoing
Infantry,Reconnaissance,Coastal,5.332037695749144,Low,8.381593042057467,Decentralized,Extensive,Poor,Intermediate,32,Frequently,5.264586324970945,50.00183903389548,Ongoing
Armored,Reconnaissance,Coastal,6.992925230825967,Medium,6.186644904867128,Flat,Limited,Fair,Basic,34,Occasionally,3.4017821778349204,77.76199384790087,Ongoing
Infantry,Training,Mountainous,6.777880011186075,High,6.407806665991442,Hierarchical,Limited,Poor,Intermediate,13,Frequently,7.906984257758057,65.0145815238793,Ongoing
Naval,Support,Coastal,5.706787594917913,Low,3.165210602389375,Decentralized,Minimal,Good,Intermediate,15,Rarely,4.230671186454637,75.12197950343574,Ongoing
Infantry,Combat,Urban,6.19928728145007,Medium,4.354521828114738,Flat,Extensive,Excellent,Basic,29,Occasionally,1.2928590366954191,63.26751323003006,Ongoing
Naval,Combat,Urban,7.543393583045116,High,7.162888013979482,Flat,Extensive,Fair,Advanced,18,Frequently,4.747625679912724,76.66926480078538,Successful
Naval,Training,Coastal,4.7000674176582775,Low,9.283541579646807,Hierarchical,Limited,Good,Advanced,32,Rarely,6.364424722447739,83.0438045938321,Ongoing
Aviation,Combat,Rural,2.7691599929395876,Medium,6.623386067003597,Decentralized,Minimal,Excellent,Basic,40,Frequently,2.2412336295131206,61.9788316750252,Ongoing
Naval,Training,Coastal,7.602259704357145,Low,6.852342296163251,Hierarchical,Extensive,Excellent,Intermediate,1,Rarely,6.2449733723003895,65.28932536663037,Ongoing
Aviation,Reconnaissance,Rural,3.9404434959385632,Medium,4.1623522707691665,Hierarchical,Extensive,Fair,Basic,49,Frequently,4.132898252767684,64.6469317948151,Ongoing
Aviation,Support,Coastal,3.619323753312191,Low,5.358752443367326,Flat,Minimal,Good,Advanced,37,Frequently,5.8605133860822765,89.84767722754006,Ongoing
Aviation,Training,Urban,1.4076044893308972,Low,7.476540047358789,Flat,Limited,Excellent,Advanced,48,Rarely,6.755541888344991,92.9769434439917,Ongoing
Armored,Combat,Rural,6.142566106328593,Medium,9.40548451060879,Hierarchical,Extensive,Fair,Intermediate,7,Frequently,7.1741421190931405,45.944675504226794,Ongoing
Armored,Training,Urban,1.7570947508955572,Low,7.402128301527796,Decentralized,Extensive,Excellent,Basic,19,Rarely,2.5682161656797806,73.82095006867645,Ongoing
Naval,Reconnaissance,Coastal,3.4994823846165266,Low,6.737562127720048,Decentralized,Minimal,Excellent,Advanced,2,Rarely,7.2702882394515145,69.13440290584064,Ongoing
Aviation,Combat,Mountainous,6.176473589030118,High,7.516838207153745,Decentralized,Minimal,Good,Basic,20,Frequently,6.559013247393416,61.949306000860844,Successful
Armored,Reconnaissance,Rural,6.443842504816744,Medium,4.978269722294705,Hierarchical,Extensive,Good,Basic,0,Rarely,3.093103709498508,80.75308165475758,Ongoing
Aviation,Reconnaissance,Rural,3.6965917035635325,Low,5.137073065055363,Decentralized,Extensive,Excellent,Basic,20,Occasionally,2.252269300568099,70.13665010913667,Ongoing
Infantry,Training,Coastal,4.73169334601519,Medium,6.538060609055241,Flat,Minimal,Poor,Intermediate,49,Rarely,3.8942576900107184,93.05924606113784,Ongoing
Infantry,Reconnaissance,Coastal,3.2548109471876936,Low,4.689511685600751,Hierarchical,Minimal,Excellent,Advanced,7,Rarely,8.300751042741307,75.6742995604649,Failed
Infantry,Combat,Rural,3.9032064243776343,Medium,8.400185538962868,Hierarchical,Extensive,Poor,Intermediate,1,Frequently,5.48397927977147,57.75261926568582,Ongoing
Naval,Reconnaissance,Mountainous,5.532430520305814,Medium,8.878031593009807,Hierarchical,Minimal,Good,Advanced,22,Occasionally,3.7222653753542483,68.29750507717306,Ongoing
Aviation,Reconnaissance,Coastal,3.9967066424070845,High,6.455372938632494,Decentralized,Extensive,Excellent,Advanced,40,Rarely,5.258940137582098,60.345137440740615,Ongoing
Infantry,Training,Coastal,4.511569919648662,High,8.511347517030552,Decentralized,Minimal,Excellent,Basic,10,Frequently,7.28832136169851,93.71198802175817,Ongoing
Armored,Reconnaissance,Coastal,2.070586636764866,Medium,9.974753459480668,Flat,Extensive,Excellent,Basic,15,Frequently,5.0227927568545825,75.28114434977316,Ongoing
Infantry,Support,Mountainous,7.265912329612275,Low,7.806025739035737,Decentralized,Extensive,Fair,Advanced,8,Rarely,4.035183678506925,84.52686697765152,Ongoing
Infantry,Training,Rural,6.0201331863421315,Medium,8.793860275948386,Decentralized,Minimal,Fair,Basic,48,Occasionally,4.663342187096822,50.628276435282686,Ongoing
Infantry,Training,Urban,6.585810743674403,Low,6.847965032375771,Decentralized,Limited,Good,Basic,31,Occasionally,3.268351195581806,67.79506979210151,Ongoing
Naval,Combat,Coastal,7.580850649233724,Medium,8.800569927468542,Decentralized,Extensive,Excellent,Basic,46,Frequently,3.934269595055021,62.121917162258995,Ongoing
Armored,Combat,Mountainous,3.349574248908567,High,6.749941755068256,Flat,Limited,Excellent,Intermediate,38,Rarely,4.401633493144408,54.27254417242705,Ongoing
Aviation,Combat,Rural,4.283211033943953,High,5.606211234807487,Flat,Limited,Poor,Intermediate,35,Rarely,5.176935214180739,69.10981218155254,Ongoing
Armored,Combat,Rural,1.210331264835578,Low,8.386872345186156,Flat,Minimal,Fair,Advanced,22,Occasionally,4.189865438171445,67.90597876875191,Ongoing
Aviation,Support,Mountainous,11.280845820204474,Medium,7.439552440153734,Decentralized,Extensive,Good,Basic,46,Occasionally,3.234192009905752,57.24890140514614,Ongoing
Naval,Training,Coastal,4.700829369365247,Low,8.55958163716678,Decentralized,Limited,Good,Basic,48,Occasionally,5.377407580884797,72.3633955308795,Ongoing
Naval,Reconnaissance,Urban,7.077455799829824,High,5.517892233303877,Hierarchical,Extensive,Excellent,Basic,29,Rarely,5.047620809814372,80.7670320388869,Ongoing
Naval,Combat,Coastal,2.5236777113290825,Medium,7.634990247840258,Hierarchical,Extensive,Excellent,Intermediate,9,Rarely,2.363977836035359,85.767613952986,Ongoing
Naval,Combat,Rural,6.992776851286019,High,8.884497594760438,Decentralized,Limited,Fair,Advanced,30,Frequently,2.995208850578037,61.82462676424933,Successful
Aviation,Combat,Urban,8.715181753299332,High,6.107621717912673,Hierarchical,Limited,Poor,Basic,43,Occasionally,5.04125061239167,72.01022223919821,Ongoing
Infantry,Reconnaissance,Coastal,4.879438501944037,Medium,8.602056378172122,Flat,Extensive,Fair,Intermediate,25,Frequently,7.465436581527025,54.452775294492795,Ongoing
Aviation,Combat,Urban,2.9782370068207973,Low,10.145633680189647,Flat,Limited,Good,Intermediate,47,Frequently,3.133080820959571,49.152339513961394,Ongoing
Armored,Reconnaissance,Mountainous,4.722407198108928,Medium,5.822089045106258,Flat,Limited,Fair,Basic,38,Occasionally,1.4021594181731372,66.30545873546562,Ongoing
Naval,Training,Coastal,0.5464769500855473,High,7.531305443284881,Hierarchical,Extensive,Fair,Basic,41,Rarely,5.016144648914673,60.233711089199076,Ongoing
Naval,Training,Rural,4.9242265979563165,High,10.509200347084162,Flat,Limited,Good,Intermediate,29,Rarely,7.9794962763133865,42.32672290441688,Ongoing
Armored,Training,Rural,6.641934278625992,High,4.128941026902506,Flat,Limited,Good,Intermediate,1,Rarely,3.726476382146929,80.3068730013461,Ongoing
Aviation,Support,Urban,4.928484711252971,High,7.809355047991338,Flat,Extensive,Good,Advanced,28,Rarely,4.735283141936524,67.36785475242267,Ongoing
Infantry,Reconnaissance,Mountainous,4.431720890622065,Low,8.385684501484556,Decentralized,Limited,Excellent,Intermediate,31,Occasionally,6.784832368999699,75.29593778695528,Ongoing
Infantry,Combat,Coastal,6.055136232224066,Medium,7.041187332079235,Decentralized,Minimal,Poor,Intermediate,43,Occasionally,8.23041771112106,78.04504095158597,Ongoing
Armored,Combat,Mountainous,6.208049693899105,Medium,11.474566766452192,Flat,Extensive,Excellent,Advanced,37,Occasionally,1.9391908006692011,101.37599538818648,Ongoing
Infantry,Combat,Mountainous,1.6801888749896348,Low,7.9816990780704415,Flat,Minimal,Fair,Intermediate,20,Rarely,4.9722171440990435,75.02246511399314,Ongoing
Aviation,Combat,Urban,5.177645924557577,Low,9.689661480123618,Decentralized,Extensive,Poor,Intermediate,26,Occasionally,5.694687422881778,68.66287052687446,Ongoing
Aviation,Support,Urban,9.871970248458487,High,8.667264586733543,Decentralized,Minimal,Fair,Advanced,23,Frequently,3.1796595801255783,65.00732358950381,Successful
Armored,Combat,Coastal,2.329967508703952,Medium,9.988959145098521,Hierarchical,Minimal,Fair,Advanced,33,Frequently,6.046439029919299,75.98651624966226,Ongoing
Aviation,Support,Rural,4.829162334333867,Medium,7.352390998376794,Decentralized,Limited,Excellent,Basic,22,Rarely,8.175586065266595,50.255191218816556,Ongoing
Naval,Reconnaissance,Coastal,8.883492244103405,Medium,4.38964778868012,Flat,Extensive,Poor,Intermediate,13,Occasionally,5.468478772534054,48.8961415969508,Ongoing
Armored,Training,Mountainous,7.208350313087351,Low,8.092712051066295,Decentralized,Extensive,Excellent,Basic,38,Frequently,5.187255074182158,75.25932522455706,Ongoing
Aviation,Combat,Urban,3.973206638447877,High,3.628066210070707,Flat,Limited,Good,Advanced,4,Rarely,2.671932034316254,67.89710610598374,Ongoing
Armored,Training,Mountainous,5.4122707592452075,High,6.33243624914974,Hierarchical,Limited,Good,Intermediate,8,Rarely,3.09698424594343,70.68382255970809,Ongoing
Infantry,Reconnaissance,Urban,4.995776640030353,Medium,6.067282382513081,Decentralized,Minimal,Excellent,Advanced,44,Frequently,6.348667660314624,54.68558492191871,Ongoing
Aviation,Reconnaissance,Rural,3.503856391356665,High,6.224172461123425,Hierarchical,Extensive,Excellent,Intermediate,46,Rarely,7.018954636981783,92.16000140305086,Ongoing
Naval,Combat,Mountainous,4.851495785013835,Low,9.52841617671163,Flat,Limited,Excellent,Basic,36,Frequently,4.779038059549125,41.58610745002859,Ongoing
Aviation,Reconnaissance,Urban,4.4400677343869415,Low,6.949097813989674,Flat,Limited,Fair,Intermediate,7,Occasionally,2.786527123859095,74.53780509529312,Ongoing
Armored,Training,Coastal,5.225497876153499,Medium,11.111547219957915,Flat,Minimal,Poor,Advanced,6,Rarely,5.296879074423803,57.918344408147426,Ongoing
Armored,Combat,Coastal,3.5032336386179335,High,6.870520602746408,Flat,Minimal,Poor,Intermediate,29,Frequently,6.038643324976518,55.77811805955681,Ongoing
Aviation,Support,Coastal,2.446763599510678,Low,2.7248713301878364,Hierarchical,Limited,Good,Basic,11,Occasionally,3.56349991384,110.16293239703651,Failed
Naval,Combat,Mountainous,4.917438453215259,Low,5.815592436295367,Decentralized,Minimal,Poor,Basic,19,Frequently,2.7612830943799476,62.83687035133296,Ongoing
Naval,Training,Urban,8.43023643635756,Low,8.701236060143927,Decentralized,Extensive,Poor,Basic,28,Rarely,5.396383169348748,70.64522235676787,Ongoing
Naval,Combat,Urban,5.164405852525593,Low,4.3045920437297305,Flat,Minimal,Poor,Advanced,11,Frequently,4.270661722654971,82.31326926213895,Ongoing
Armored,Combat,Urban,4.336812442136909,High,6.288064515610429,Flat,Extensive,Fair,Intermediate,19,Occasionally,5.5596675497192045,85.6656609101631,Ongoing
Aviation,Training,Mountainous,6.508171610076997,Low,8.63275753471937,Hierarchical,Limited,Good,Intermediate,21,Frequently,5.332946254281427,91.15145532266922,Ongoing
Infantry,Combat,Urban,4.683360774809243,Low,6.369082805375178,Hierarchical,Limited,Excellent,Advanced,45,Frequently,6.6728887745903345,61.180855772501104,Ongoing
Armored,Combat,Rural,8.73606584991822,High,5.890402899682749,Flat,Minimal,Poor,Basic,22,Rarely,5.696287288940017,92.86550775024718,Ongoing
Naval,Training,Mountainous,4.992174981409843,Medium,9.508506589428215,Flat,Limited,Poor,Advanced,47,Rarely,3.4492424542233944,59.2518473576242,Ongoing
Aviation,Reconnaissance,Rural,6.400994126316327,Medium,6.5461900138974825,Decentralized,Minimal,Fair,Intermediate,44,Occasionally,5.122148809886311,71.03450469113079,Ongoing
Naval,Training,Rural,3.4907912352134542,Low,4.915493458490275,Decentralized,Minimal,Good,Intermediate,25,Rarely,4.427177075653341,69.7783696397662,Failed
Infantry,Combat,Coastal,6.006178506673325,Medium,8.66723498248251,Decentralized,Minimal,Poor,Intermediate,44,Occasionally,4.792628125895948,73.95638645524315,Ongoing
Naval,Support,Mountainous,5.550186953887509,High,9.27358525575118,Flat,Minimal,Fair,Intermediate,46,Occasionally,7.520950728757279,56.28596661994718,Ongoing
Naval,Support,Urban,4.886987750681584,Low,7.361158494116407,Hierarchical,Extensive,Excellent,Intermediate,42,Occasionally,4.460056323631477,72.03374976999199,Ongoing
Infantry,Training,Rural,3.9964844776605597,High,5.840825737356666,Hierarchical,Extensive,Good,Basic,27,Frequently,4.373606278396898,77.88854785793797,Ongoing
Aviation,Support,Mountainous,3.723939668695251,Medium,5.225361269607761,Hierarchical,Limited,Poor,Advanced,39,Rarely,4.562700083752725,61.76640192037826,Ongoing
Armored,Combat,Urban,5.564705327959305,Medium,5.89278934420669,Flat,Minimal,Excellent,Basic,8,Frequently,3.3860507433165266,61.278777922279104,Ongoing
Aviation,Combat,Coastal,6.257878219392947,Low,4.478888649370985,Flat,Limited,Poor,Intermediate,4,Frequently,4.170806705356266,68.84567319800372,Ongoing
Infantry,Training,Mountainous,4.745674407411737,Medium,6.014890148739682,Hierarchical,Minimal,Good,Basic,1,Frequently,3.663978497202507,66.23890201847277,Ongoing
Naval,Combat,Mountainous,5.5745358582415845,Low,8.098575170974856,Hierarchical,Limited,Fair,Advanced,41,Frequently,4.6599876239615545,89.21876421906612,Ongoing
Aviation,Reconnaissance,Mountainous,4.924170643734461,Low,8.473340017889191,Hierarchical,Extensive,Poor,Intermediate,27,Frequently,4.617336169672616,75.24985695292966,Ongoing
Armored,Combat,Urban,5.197052049810775,High,7.054213398647278,Flat,Limited,Good,Basic,12,Rarely,1.049973486146171,82.25791470605287,Ongoing
Infantry,Training,Rural,4.59911003464555,Medium,7.764882430496499,Decentralized,Minimal,Fair,Advanced,14,Rarely,6.317357478578797,72.46070457439448,Ongoing
Aviation,Reconnaissance,Rural,5.035945158736617,Medium,6.529731808808608,Decentralized,Minimal,Excellent,Basic,13,Occasionally,6.328619204637347,77.68113330996911,Ongoing
Armored,Reconnaissance,Mountainous,10.396080913634853,Low,5.53904997777888,Flat,Limited,Poor,Basic,42,Rarely,4.024441414200059,97.78457635311369,Ongoing
Infantry,Support,Mountainous,5.6232685976148495,Low,6.315156128129651,Decentralized,Limited,Excellent,Advanced,45,Frequently,5.465423047290603,79.33235615682602,Ongoing
Armored,Combat,Urban,6.290593916862086,Low,9.248601198566403,Hierarchical,Minimal,Poor,Intermediate,38,Frequently,4.666437678662673,60.37851907739234,Ongoing
Infantry,Training,Coastal,5.876047210656194,Low,2.447201860330807,Decentralized,Limited,Good,Basic,13,Occasionally,6.690464427715764,53.982117795722154,Ongoing
Naval,Support,Mountainous,4.474366353405881,High,4.707552233709162,Hierarchical,Extensive,Excellent,Intermediate,2,Rarely,6.883509914106643,52.379850749111235,Ongoing
Aviation,Support,Mountainous,7.587978426583335,Medium,6.053435582517294,Flat,Minimal,Poor,Advanced,9,Rarely,9.033432995401121,54.38748087220675,Ongoing
Armored,Combat,Coastal,4.417672459147317,High,4.777619647253099,Flat,Minimal,Good,Intermediate,37,Occasionally,4.341958616748719,68.14914725519418,Ongoing
Infantry,Combat,Mountainous,7.110109097885102,Medium,7.876269080016831,Hierarchical,Extensive,Poor,Basic,5,Frequently,3.9861924875977968,84.56052141431438,Ongoing
Armored,Training,Rural,4.331586003867103,High,3.933189405849513,Hierarchical,Limited,Fair,Basic,19,Frequently,5.949523662424782,63.04262824933491,Ongoing
Armored,Support,Mountainous,3.080054961711918,Low,9.406718417920178,Decentralized,Extensive,Good,Advanced,34,Frequently,3.017967177588173,86.18012940573688,Ongoing
Aviation,Training,Rural,5.730792416472386,High,10.912576131308054,Hierarchical,Minimal,Good,Basic,47,Frequently,6.269779952042587,47.10835748783243,Ongoing
Naval,Support,Urban,2.7906632877957867,High,7.497592268119029,Flat,Extensive,Poor,Basic,42,Frequently,6.582845764553343,68.15735124894249,Ongoing
Armored,Support,Urban,6.0712804500332185,Low,5.762191763630509,Flat,Limited,Good,Advanced,19,Rarely,6.565880508422414,71.84323519066822,Ongoing
Infantry,Support,Rural,2.6116826878173667,Low,8.853657884707449,Decentralized,Limited,Excellent,Intermediate,48,Occasionally,2.9551468360246824,71.29272680306902,Ongoing
Infantry,Combat,Rural,4.361983939054293,Medium,6.434231965133434,Hierarchical,Minimal,Poor,Intermediate,43,Occasionally,4.594443772180076,79.58848665256647,Ongoing
Naval,Support,Coastal,2.136540606950517,Medium,5.290870667691457,Hierarchical,Minimal,Fair,Intermediate,2,Rarely,5.4387889276733485,79.8273089640671,Ongoing
Infantry,Support,Rural,10.648334018805459,High,7.1053665823564325,Decentralized,Extensive,Good,Intermediate,3,Rarely,6.291658196082357,76.46532004903813,Successful
Naval,Support,Rural,1.6920808807673713,High,3.846347237413307,Flat,Limited,Fair,Basic,10,Rarely,3.9935625225522546,59.34358183668235,Ongoing
Infantry,Reconnaissance,Mountainous,5.019627480792809,High,5.520054317673786,Hierarchical,Extensive,Excellent,Intermediate,40,Frequently,4.24789925608568,81.48845380419277,Ongoing
Aviation,Combat,Coastal,7.286608548660027,Low,5.468492961277336,Decentralized,Minimal,Good,Advanced,30,Occasionally,3.888210415642812,59.21649497914915,Ongoing
Armored,Reconnaissance,Rural,7.072771817174051,Medium,6.810817758824975,Decentralized,Extensive,Good,Advanced,28,Rarely,5.833127499992539,61.65308144823423,Ongoing
Aviation,Combat,Rural,6.702684244346274,High,3.8207796149174382,Decentralized,Limited,Poor,Intermediate,37,Rarely,4.623375285261736,78.18104381098014,Ongoing
Armored,Training,Rural,4.365543223557049,Medium,5.146761160437732,Decentralized,Minimal,Fair,Basic,19,Occasionally,4.732969064277409,61.81305563327424,Ongoing
Armored,Reconnaissance,Mountainous,7.702177892674004,Medium,5.973049196286203,Hierarchical,Extensive,Poor,Advanced,23,Rarely,6.0428696082473605,54.20633659139778,Ongoing
Armored,Training,Mountainous,6.826782181604365,Low,7.948126334917075,Decentralized,Extensive,Fair,Advanced,22,Frequently,6.999776751582955,72.56866643859512,Ongoing
Aviation,Support,Mountainous,5.424599235320954,Low,7.005134923148456,Hierarchical,Limited,Poor,Basic,21,Rarely,3.1353433076268766,62.50708713190718,Ongoing
Armored,Training,Urban,5.481161515453184,High,10.26971713514166,Flat,Limited,Fair,Advanced,21,Rarely,4.563366959314022,66.6141939841779,Ongoing
Aviation,Training,Mountainous,4.392154704769255,High,5.190556927347812,Decentralized,Extensive,Poor,Intermediate,40,Rarely,8.030597010666376,76.00883625016486,Ongoing
Naval,Training,Rural,3.1806959483339234,High,8.766481454231347,Decentralized,Limited,Good,Intermediate,19,Occasionally,6.136768351073739,87.06979464370295,Ongoing
Infantry,Training,Mountainous,7.474301950957432,High,8.76499618920067,Flat,Minimal,Good,Intermediate,45,Frequently,3.7952178124110585,74.74463391211258,Successful
Infantry,Combat,Mountainous,7.624415987203063,High,7.360793758189495,Decentralized,Extensive,Fair,Basic,37,Rarely,3.3187403670228632,65.27798001351181,Successful
Armored,Reconnaissance,Coastal,3.2317817179401573,Medium,7.283297432887729,Hierarchical,Extensive,Poor,Advanced,47,Frequently,4.102600698801133,74.61592903845975,Ongoing
Aviation,Combat,Rural,4.692429669707616,Medium,7.527978641611325,Flat,Minimal,Fair,Advanced,49,Frequently,3.2083109547629918,78.91801866380816,Ongoing
Infantry,Combat,Mountainous,4.713153567082141,Low,5.121480729985655,Flat,Limited,Poor,Basic,40,Frequently,4.868746880469909,93.38078550098288,Ongoing
Aviation,Combat,Urban,4.93468819251938,Low,8.92097182953004,Hierarchical,Minimal,Fair,Intermediate,6,Frequently,2.5450997217792914,69.7959518380897,Ongoing
Aviation,Training,Coastal,5.128589757175163,Medium,7.149732974828995,Hierarchical,Minimal,Excellent,Intermediate,23,Frequently,4.800344552944834,55.591254442771614,Ongoing
Armored,Combat,Mountainous,6.89372292329236,Low,4.594996949435154,Flat,Extensive,Good,Basic,49,Occasionally,5.400748291472322,38.089544803843,Ongoing
Infantry,Reconnaissance,Coastal,3.5055653830265125,Low,9.382340975097751,Decentralized,Minimal,Fair,Advanced,43,Occasionally,2.298004063847598,75.95721354107343,Ongoing
Armored,Combat,Coastal,3.30730601697468,High,6.7827290879888285,Hierarchical,Limited,Excellent,Intermediate,36,Frequently,3.181277477643935,69.11587190719418,Ongoing
Armored,Support,Urban,7.47323948428595,Low,7.105990164718216,Hierarchical,Extensive,Good,Intermediate,45,Occasionally,8.70213761700102,69.36303866595117,Ongoing
Infantry,Training,Urban,4.0747105162374035,Low,1.979002146134155,Hierarchical,Limited,Excellent,Advanced,24,Rarely,5.667866509386067,38.819330990496866,Ongoing
Infantry,Support,Urban,2.4739292928458676,Low,6.835058502574048,Flat,Minimal,Poor,Intermediate,13,Occasionally,5.725961316632879,84.958158595667,Ongoing
Naval,Reconnaissance,Rural,4.02974011580026,Medium,9.538255751531612,Decentralized,Minimal,Poor,Advanced,28,Occasionally,4.245558127888242,57.47008130989622,Ongoing
Naval,Reconnaissance,Coastal,4.339894529511998,Medium,5.744991630043689,Hierarchical,Limited,Poor,Advanced,2,Occasionally,5.039940188583203,75.88487919239341,Ongoing
Aviation,Reconnaissance,Mountainous,8.10992545545153,High,4.424089550222776,Flat,Extensive,Fair,Intermediate,38,Occasionally,6.611462700408049,94.63895704296134,Ongoing
Infantry,Reconnaissance,Urban,6.849652424753474,Low,7.911867736811046,Flat,Minimal,Excellent,Intermediate,28,Rarely,3.304900932538856,53.5922275810301,Ongoing
Naval,Combat,Urban,7.2950412332644845,Medium,3.5143800464051367,Decentralized,Minimal,Excellent,Advanced,15,Rarely,3.7346485916607315,84.75778452252803,Ongoing
Aviation,Training,Coastal,6.639947284693572,High,8.202154380171573,Flat,Minimal,Poor,Basic,20,Occasionally,4.758538878352272,63.69523031979349,Successful
Aviation,Reconnaissance,Coastal,6.892487343230628,Low,6.592833435532156,Flat,Extensive,Fair,Basic,21,Occasionally,3.7597991832190907,72.0637676695489,Ongoing
Aviation,Support,Coastal,3.623835746839364,High,7.163182980283782,Hierarchical,Extensive,Poor,Intermediate,20,Rarely,3.671286299214457,78.51124654214182,Ongoing
Naval,Reconnaissance,Mountainous,4.602795689293031,High,11.729321662218076,Hierarchical,Minimal,Fair,Advanced,21,Frequently,8.707260832753217,57.669486808575336,Ongoing
Infantry,Training,Rural,3.0201693739529025,Low,7.500870891177469,Hierarchical,Extensive,Good,Advanced,8,Frequently,6.47899377381246,75.06085115039154,Ongoing
Armored,Support,Rural,4.579023938925934,Medium,4.323259326314044,Flat,Limited,Excellent,Advanced,22,Rarely,5.08890890128205,71.5185674706734,Ongoing
Aviation,Support,Urban,6.368209981869482,Low,7.229693887828646,Decentralized,Minimal,Fair,Basic,48,Occasionally,5.878541527847257,66.40982714530577,Ongoing
Naval,Support,Rural,5.269166569624494,Low,8.486079098901048,Decentralized,Limited,Poor,Intermediate,8,Occasionally,2.6232061742543795,68.29201257633366,Ongoing
Naval,Combat,Mountainous,7.62296163792059,Low,2.961935819449013,Decentralized,Extensive,Fair,Intermediate,49,Rarely,5.570169712781003,65.14189833721863,Ongoing
Armored,Reconnaissance,Rural,2.7171684155455615,Medium,6.974434580421596,Flat,Extensive,Fair,Basic,45,Occasionally,3.4577409560722634,51.0600108186424,Ongoing
Armored,Combat,Mountainous,6.0004767013964795,Low,3.5377187007568534,Hierarchical,Limited,Good,Advanced,31,Rarely,5.584482906432199,81.79294771034635,Ongoing
Naval,Support,Urban,2.503394396261364,Medium,7.049465359859235,Flat,Extensive,Poor,Basic,35,Frequently,3.4072706592532396,57.2760845681247,Ongoing
Infantry,Combat,Coastal,5.188352938347284,High,10.089085736211977,Hierarchical,Minimal,Excellent,Basic,46,Occasionally,5.698468233295479,78.61132855974762,Ongoing
Armored,Combat,Mountainous,6.480666845112958,Medium,6.131200778145927,Flat,Limited,Fair,Intermediate,35,Frequently,5.76273234603825,42.65637139964391,Ongoing
Naval,Combat,Coastal,4.570994866351562,High,7.1574293577883585,Flat,Limited,Poor,Basic,4,Occasionally,4.871584909624405,77.78615717895525,Ongoing
Armored,Reconnaissance,Urban,6.102253208173912,High,7.559550402692674,Decentralized,Minimal,Excellent,Advanced,25,Rarely,4.91152349391617,43.73065458765891,Successful
Infantry,Support,Mountainous,3.080535330334132,Low,7.68518787177098,Flat,Extensive,Fair,Basic,3,Occasionally,6.549134699656601,86.15951104137191,Ongoing
Aviation,Support,Mountainous,1.672620043607234,Medium,7.296211782668193,Decentralized,Limited,Fair,Advanced,23,Occasionally,5.345983282328689,58.28296033951395,Ongoing
Armored,Reconnaissance,Rural,6.114059244975606,High,2.9832972243361624,Flat,Limited,Poor,Basic,40,Frequently,5.435773575612686,82.21898191557504,Ongoing
Infantry,Combat,Mountainous,8.488020468151465,High,7.369207352492252,Decentralized,Minimal,Excellent,Advanced,42,Frequently,4.860350540194143,80.17314330964838,Successful
Naval,Combat,Urban,3.007910119660216,Medium,5.731020902485102,Flat,Extensive,Excellent,Intermediate,13,Occasionally,3.0954494631622596,63.902633985869016,Ongoing
Armored,Training,Coastal,7.4443883602135905,Medium,4.718488445601846,Flat,Limited,Good,Intermediate,26,Frequently,6.988283728716334,86.86308820859763,Ongoing
Armored,Training,Mountainous,5.086846817632822,High,7.3985288104865,Hierarchical,Extensive,Good,Basic,11,Rarely,5.634802518030217,54.364409485124824,Ongoing
Naval,Training,Urban,2.328616956613848,High,7.278359014821396,Hierarchical,Limited,Poor,Intermediate,17,Occasionally,4.051977992164615,59.38606893750996,Ongoing
Aviation,Reconnaissance,Urban,2.736989397295675,Medium,3.4569557768776353,Hierarchical,Extensive,Excellent,Basic,43,Frequently,4.83704428243017,38.83982186351642,Ongoing
Naval,Support,Mountainous,5.0315695467213,Medium,6.201287966242258,Flat,Limited,Fair,Advanced,8,Frequently,5.0783427116421835,55.80782161083441,Ongoing
Armored,Training,Rural,4.1910754241517925,High,9.683555424060625,Hierarchical,Extensive,Poor,Advanced,1,Occasionally,2.6035754643498774,75.61878849596994,Ongoing
Naval,Support,Mountainous,2.374174046483522,Low,4.483718204469291,Hierarchical,Extensive,Good,Intermediate,37,Frequently,6.055326426362095,69.48098830620165,Failed
